	board	digit	filled	type	x	y
7008	2.2.1000020000200000	1	1	column	3	0
7009	2.2.0002000000200300	1	1	row	3	0
7010	2.2.0002020000000010	1	1	row	3	0
7011	2.2.0002020040000000	1	1	column	3	0
7012	2.2.1000000200200000	1	1	column	3	0
7013	2.2.3000002000020000	1	1	column	3	0
7014	2.2.1000020000020000	1	1	column	3	0
7015	2.2.0200002000000003	1	1	row	3	0
7016	2.2.0000020030000000	1	1	column	3	0
7017	2.2.0000000200200100	1	1	row	3	0
7018	2.2.0200100000200000	1	1	column	3	0
7019	2.2.0000020000200003	1	1	row	3	0
7020	2.2.0000020000020030	1	1	row	3	0
7021	2.2.0002020030000000	1	1	column	3	0
7022	2.2.0200000200000040	1	1	row	3	0
7023	2.2.0020000000020400	1	1	row	3	0
7024	2.2.0020000000020300	1	1	row	3	0
7025	2.2.0000002000020100	1	1	row	3	0
7026	2.2.0000020000200001	1	1	row	3	0
7027	2.2.0020020010000000	1	1	column	3	0
7028	2.2.0200002040000000	1	1	column	3	0
7029	2.2.0002400000200000	1	1	column	3	0
7030	2.2.0000000000200300	1	1	row	3	0
7031	2.2.4000020000020000	1	1	column	3	0
7032	2.2.3000000200200000	1	1	column	3	0
7033	2.2.0000000200200300	1	1	row	3	0
7034	2.2.0000000000200100	1	1	row	3	0
7035	2.2.0020400000020000	1	1	column	3	0
7036	2.2.0000002000020300	1	1	row	3	0
7037	2.2.0200000000200001	1	1	row	3	0
7038	2.2.0002300000200000	1	1	column	3	0
7039	2.2.0000020040000000	1	1	column	3	0
7040	2.2.0200002030000000	1	1	column	3	0
7041	2.2.0000000000020300	1	1	row	3	0
7042	2.2.0020020030000000	1	1	column	3	0
7043	2.2.0000020000020010	1	1	row	3	0
7044	2.2.0002000000200400	1	1	row	3	0
7045	2.2.0200000000200004	1	1	row	3	0
7046	2.2.0200000210000000	1	1	column	3	0
7047	2.2.0002000000200100	1	1	row	3	0
7048	2.2.0000030000300004	1	1	row	3	0
7049	2.2.0003200000300000	1	1	column	3	0
7050	2.2.0300000300000010	1	1	row	3	0
7051	2.2.0300100000030000	1	1	column	3	0
7052	2.2.0003030000000040	1	1	row	3	0
7053	2.2.0000030040000000	1	1	column	3	0
7054	2.2.0300000000300002	1	1	row	3	0
7055	2.2.2000030000030000	1	1	column	3	0
7056	2.2.0000000000300200	1	1	row	3	0
7057	2.2.0300100000300000	1	1	column	3	0
7058	2.2.0300000000300001	1	1	row	3	0
7059	2.2.0000030020000000	1	1	column	3	0
7060	2.2.0300003000000004	1	1	row	3	0
7061	2.2.2000000300300000	1	1	column	3	0
7062	2.2.0300000040000000	1	1	column	3	0
7063	2.2.0000000000030100	1	1	row	3	0
7064	2.2.0300003020000000	1	1	column	3	0
7065	2.2.0300000300000020	1	1	row	3	0
7066	2.2.4000003000030000	1	1	column	3	0
7067	2.2.0003000000300200	1	1	row	3	0
7068	2.2.2000003000030000	1	1	column	3	0
7069	2.2.0000030000030010	1	1	row	3	0
7070	2.2.0300000010000000	1	1	column	3	0
7071	2.2.0000030000030040	1	1	row	3	0
7072	2.2.0003000000300100	1	1	row	3	0
7073	2.2.0300200000030000	1	1	column	3	0
7074	2.2.0300003000000002	1	1	row	3	0
7075	2.2.0300000320000000	1	1	column	3	0
7076	2.2.0030030000000004	1	1	row	3	0
7077	2.2.4000000300300000	1	1	column	3	0
7078	2.2.0300003010000000	1	1	column	3	0
7079	2.2.0000000000300400	1	1	row	3	0
7080	2.2.0003030040000000	1	1	column	3	0
7081	2.2.0000000000030400	1	1	row	3	0
7082	2.2.0003400000300000	1	1	column	3	0
7083	2.2.0000030000030020	1	1	row	3	0
7084	2.2.0003100000300000	1	1	column	3	0
7085	2.2.0300000000030020	1	1	row	3	0
7086	2.2.0000030010000000	1	1	column	3	0
7087	2.2.0300003000000001	1	1	row	3	0
7088	2.2.0300400000030000	1	1	column	3	0
7089	2.2.0030030000000002	1	1	row	3	0
7090	2.2.2000030000300000	1	1	column	3	0
7091	2.2.0030000000030200	1	1	row	3	0
7092	2.2.0030030010000000	1	1	column	3	0
7093	2.2.0300000000030040	1	1	row	3	0
7094	2.2.0030100000030000	1	1	column	3	0
7095	2.2.0030200000030000	1	1	column	3	0
7096	2.2.0000000000030200	1	1	row	3	0
7097	2.2.0000030000300001	1	1	row	3	0
7098	2.2.0000030000300002	1	1	row	3	0
7099	2.2.0300000300000040	1	1	row	3	0
7100	2.2.0000003000030100	1	1	row	3	0
7101	2.2.4000030000300000	1	1	column	3	0
7102	2.2.0030400000030000	1	1	column	3	0
7103	2.2.1000030000030000	1	1	column	3	0
7104	2.2.0000003000030200	1	1	row	3	0
7105	2.2.0003030000000020	1	1	row	3	0
7106	2.2.0003000000300400	1	1	row	3	0
7107	2.2.0300003040000000	1	1	column	3	0
7108	2.2.0030000000030400	1	1	row	3	0
7109	2.2.1000000300300000	1	1	column	3	0
7110	2.2.0030000000030100	1	1	row	3	0
7111	2.2.1000003000030000	1	1	column	3	0
7112	2.2.0030030000000001	1	1	row	3	0
7113	2.2.0030030020000000	1	1	column	3	0
7114	2.2.0300200000300000	1	1	column	3	0
7115	2.2.0003030000000010	1	1	row	3	0
7116	2.2.0003030020000000	1	1	column	3	0
7117	2.2.0300400000300000	1	1	column	3	0
7118	2.2.0300000000300004	1	1	row	3	0
7119	2.2.1000030000300000	1	1	column	3	0
7120	2.2.0003030010000000	1	1	column	3	0
7121	2.2.0000000300300100	1	1	row	3	0
7122	2.2.0030030040000000	1	1	column	3	0
7123	2.2.0000000000300100	1	1	row	3	0
7124	2.2.0000000300300200	1	1	row	3	0
7125	2.2.0300000000030010	1	1	row	3	0
7126	2.2.0300000020000000	1	1	column	3	0
7127	2.2.0000000300300400	1	1	row	3	0
7128	2.2.0000003000030400	1	1	row	3	0
7129	2.2.4000030000030000	1	1	column	3	0
7130	2.2.0300000310000000	1	1	column	3	0
7131	2.2.0300000340000000	1	1	column	3	0
7132	2.2.0000001000000302	1	2	row	3	0
7133	2.2.0100200040000000	1	2	column	3	0
7134	2.2.0000000000010340	1	2	row	3	0
7135	2.2.4000001030000000	1	2	column	3	0
7136	2.2.0100000000000024	1	2	row	3	0
7137	2.2.3000400000100000	1	2	column	3	0
7138	2.2.0001000000000230	1	2	row	3	0
7139	2.2.0001400030000000	1	2	column	3	0
7140	2.2.0010000000000402	1	2	row	3	0
7141	2.2.0010200030000000	1	2	column	3	0
7142	2.2.0001000000000420	1	2	row	3	0
7143	2.2.4000300000010000	1	2	column	3	0
7144	2.2.0000010000000043	1	2	row	3	0
7145	2.2.4000000130000000	1	2	column	3	0
7146	2.2.0000000000010320	1	2	row	3	0
7147	2.2.0010400030000000	1	2	column	3	0
7148	2.2.0100400020000000	1	2	column	3	0
7149	2.2.0000000000100403	1	2	row	3	0
7150	2.2.0100000000000043	1	2	row	3	0
7151	2.2.2000001040000000	1	2	column	3	0
7152	2.2.0100000000000042	1	2	row	3	0
7153	2.2.2000010040000000	1	2	column	3	0
7154	2.2.2000400000100000	1	2	column	3	0
7155	2.2.2000300000100000	1	2	column	3	0
7156	2.2.0000010000000023	1	2	row	3	0
7157	2.2.0000010000000042	1	2	row	3	0
7158	2.2.0000010000000034	1	2	row	3	0
7159	2.2.0000000100000340	1	2	row	3	0
7160	2.2.3000400000010000	1	2	column	3	0
7161	2.2.0000000000010420	1	2	row	3	0
7162	2.2.0100300020000000	1	2	column	3	0
7163	2.2.0000000100000430	1	2	row	3	0
7164	2.2.3000200000010000	1	2	column	3	0
7165	2.2.0000000100000230	1	2	row	3	0
7166	2.2.0001400020000000	1	2	column	3	0
7167	2.2.0000000000100204	1	2	row	3	0
7168	2.2.0000010000000024	1	2	row	3	0
7169	2.2.4000200000100000	1	2	column	3	0
7170	2.2.0000000000010430	1	2	row	3	0
7171	2.2.3000000120000000	1	2	column	3	0
7172	2.2.0010300020000000	1	2	column	3	0
7173	2.2.0010000000000204	1	2	row	3	0
7174	2.2.2000001030000000	1	2	column	3	0
7175	2.2.0001000000000430	1	2	row	3	0
7176	2.2.4000010020000000	1	2	column	3	0
7177	2.2.0001000000000320	1	2	row	3	0
7178	2.2.3000001020000000	1	2	column	3	0
7179	2.2.2000300000010000	1	2	column	3	0
7180	2.2.0000000000100402	1	2	row	3	0
7181	2.2.0100000000000023	1	2	row	3	0
7182	2.2.0001000000000240	1	2	row	3	0
7183	2.2.0100300040000000	1	2	column	3	0
7184	2.2.2000010030000000	1	2	column	3	0
7185	2.2.0001200030000000	1	2	column	3	0
7186	2.2.0000000000010230	1	2	row	3	0
7187	2.2.0000000100000320	1	2	row	3	0
7188	2.2.0010400020000000	1	2	column	3	0
7189	2.2.0100200030000000	1	2	column	3	0
7190	2.2.0000001000000203	1	2	row	3	0
7191	2.2.0000010000000032	1	2	row	3	0
7192	2.2.4000300000100000	1	2	column	3	0
7193	2.2.0010000000000403	1	2	row	3	0
7194	2.2.3000010020000000	1	2	column	3	0
7195	2.2.0000001000000204	1	2	row	3	0
7196	2.2.0001300040000000	1	2	column	3	0
7197	2.2.2000400000010000	1	2	column	3	0
7198	2.2.0010200040000000	1	2	column	3	0
7199	2.2.0010000000000304	1	2	row	3	0
7200	2.2.0100400030000000	1	2	column	3	0
7201	2.2.0000000100000420	1	2	row	3	0
7202	2.2.0000000000010240	1	2	row	3	0
7203	2.2.4000001020000000	1	2	column	3	0
7204	2.2.0010000000000302	1	2	row	3	0
7205	2.2.0000001000000403	1	2	row	3	0
7206	2.2.0001300020000000	1	2	column	3	0
7207	2.2.0010300040000000	1	2	column	3	0
7208	2.2.0001000000000340	1	2	row	3	0
7209	2.2.3000000140000000	1	2	column	3	0
7210	2.2.0100000000000032	1	2	row	3	0
7211	2.2.0001200040000000	1	2	column	3	0
7212	2.2.0000001000000402	1	2	row	3	0
7213	2.2.0000001000000304	1	2	row	3	0
7214	2.2.0010000000000203	1	2	row	3	0
7215	2.2.3000200000100000	1	2	column	3	0
7216	2.2.0000000000100304	1	2	row	3	0
7217	2.2.3000001040000000	1	2	column	3	0
7218	2.2.0000000000100302	1	2	row	3	0
7219	2.2.4000200000010000	1	2	column	3	0
7220	2.2.2000000140000000	1	2	column	3	0
7221	2.2.0000000000100203	1	2	row	3	0
7222	2.2.0100000000000034	1	2	row	3	0
7223	2.2.4000000120000000	1	2	column	3	0
7224	2.2.3000010040000000	1	2	column	3	0
7225	2.2.2000000130000000	1	2	column	3	0
7226	2.2.0000000100000240	1	2	row	3	0
7227	2.2.0000002000000103	1	2	row	3	0
7228	2.2.4000100000200000	1	2	column	3	0
7229	2.2.0200000000000041	1	2	row	3	0
7230	2.2.1000300000020000	1	2	column	3	0
7231	2.2.0000000000020130	1	2	row	3	0
7232	2.2.1000400000200000	1	2	column	3	0
7233	2.2.0000000000020310	1	2	row	3	0
7234	2.2.0200400010000000	1	2	column	3	0
7235	2.2.0000020000000041	1	2	row	3	0
7236	2.2.4000020030000000	1	2	column	3	0
7237	2.2.0200000000000031	1	2	row	3	0
7238	2.2.3000002040000000	1	2	column	3	0
7239	2.2.0000000000200403	1	2	row	3	0
7240	2.2.0000002000000104	1	2	row	3	0
7241	2.2.0000000200000310	1	2	row	3	0
7242	2.2.3000020040000000	1	2	column	3	0
7243	2.2.0000000000020410	1	2	row	3	0
7244	2.2.1000020040000000	1	2	column	3	0
7245	2.2.0200000000000014	1	2	row	3	0
7246	2.2.1000400000020000	1	2	column	3	0
7247	2.2.3000100000020000	1	2	column	3	0
7248	2.2.0002300010000000	1	2	column	3	0
7249	2.2.0002000000000410	1	2	row	3	0
7250	2.2.0002100030000000	1	2	column	3	0
7251	2.2.0020000000000301	1	2	row	3	0
7252	2.2.3000400000200000	1	2	column	3	0
7253	2.2.0000000200000130	1	2	row	3	0
7254	2.2.0002000000000310	1	2	row	3	0
7255	2.2.1000002030000000	1	2	column	3	0
7256	2.2.0200000000000034	1	2	row	3	0
7257	2.2.0020300040000000	1	2	column	3	0
7258	2.2.4000020010000000	1	2	column	3	0
7259	2.2.0200000000000043	1	2	row	3	0
7260	2.2.0000020000000014	1	2	row	3	0
7261	2.2.0020400030000000	1	2	column	3	0
7262	2.2.0000000200000340	1	2	row	3	0
7263	2.2.0020000000000401	1	2	row	3	0
7264	2.2.4000100000020000	1	2	column	3	0
7265	2.2.0002000000000130	1	2	row	3	0
7266	2.2.0000000200000140	1	2	row	3	0
7267	2.2.0200100040000000	1	2	column	3	0
7268	2.2.0000020000000031	1	2	row	3	0
7269	2.2.0020300010000000	1	2	column	3	0
7270	2.2.4000002030000000	1	2	column	3	0
7271	2.2.0200000000000013	1	2	row	3	0
7272	2.2.1000300000200000	1	2	column	3	0
7273	2.2.0200300010000000	1	2	column	3	0
7274	2.2.0002400010000000	1	2	column	3	0
7275	2.2.0200100030000000	1	2	column	3	0
7276	2.2.0000000000200103	1	2	row	3	0
7277	2.2.3000002010000000	1	2	column	3	0
7278	2.2.0000002000000403	1	2	row	3	0
7279	2.2.3000000210000000	1	2	column	3	0
7280	2.2.3000000240000000	1	2	column	3	0
7281	2.2.0000020000000013	1	2	row	3	0
7282	2.2.0000000000200304	1	2	row	3	0
7283	2.2.0000000000020430	1	2	row	3	0
7284	2.2.1000020030000000	1	2	column	3	0
7285	2.2.0020100030000000	1	2	column	3	0
7286	2.2.4000300000200000	1	2	column	3	0
7287	2.2.0020000000000104	1	2	row	3	0
7288	2.2.0000000000020340	1	2	row	3	0
7289	2.2.0000000000200401	1	2	row	3	0
7290	2.2.0002300040000000	1	2	column	3	0
7291	2.2.1000000240000000	1	2	column	3	0
7292	2.2.0000000000020140	1	2	row	3	0
7293	2.2.0020100040000000	1	2	column	3	0
7294	2.2.0020000000000403	1	2	row	3	0
7295	2.2.4000000230000000	1	2	column	3	0
7296	2.2.0000002000000304	1	2	row	3	0
7297	2.2.3000100000200000	1	2	column	3	0
7298	2.2.0200300040000000	1	2	column	3	0
7299	2.2.4000300000020000	1	2	column	3	0
7300	2.2.3000400000020000	1	2	column	3	0
7301	2.2.0002100040000000	1	2	column	3	0
7302	2.2.0002400030000000	1	2	column	3	0
7303	2.2.0000020000000043	1	2	row	3	0
7304	2.2.0000002000000301	1	2	row	3	0
7305	2.2.0020000000000304	1	2	row	3	0
7306	2.2.4000002010000000	1	2	column	3	0
7307	2.2.0020000000000103	1	2	row	3	0
7308	2.2.4000000210000000	1	2	column	3	0
7309	2.2.0020400010000000	1	2	column	3	0
7310	2.2.0000000000200104	1	2	row	3	0
7311	2.2.0002000000000140	1	2	row	3	0
7312	2.2.1000000230000000	1	2	column	3	0
7313	2.2.3000020010000000	1	2	column	3	0
7314	2.2.0000020000000034	1	2	row	3	0
7315	2.2.0000002000000401	1	2	row	3	0
7316	2.2.0002000000000430	1	2	row	3	0
7317	2.2.0000000200000430	1	2	row	3	0
7318	2.2.1000002040000000	1	2	column	3	0
7319	2.2.0002000000000340	1	2	row	3	0
7320	2.2.0000000200000410	1	2	row	3	0
7321	2.2.0000000000200301	1	2	row	3	0
7322	2.2.0200400030000000	1	2	column	3	0
7323	2.2.0000000000030420	1	2	row	3	0
7324	2.2.2000100000030000	1	2	column	3	0
7325	2.2.0300000000000041	1	2	row	3	0
7326	2.2.2000000340000000	1	2	column	3	0
7327	2.2.0000030000000024	1	2	row	3	0
7328	2.2.2000400000030000	1	2	column	3	0
7329	2.2.0000030000000014	1	2	row	3	0
7330	2.2.2000030040000000	1	2	column	3	0
7331	2.2.0000000000030140	1	2	row	3	0
7332	2.2.4000200000300000	1	2	column	3	0
7333	2.2.0000030000000041	1	2	row	3	0
7334	2.2.1000030040000000	1	2	column	3	0
7335	2.2.0000000000030410	1	2	row	3	0
7336	2.2.0003100040000000	1	2	column	3	0
7337	2.2.0030400010000000	1	2	column	3	0
7338	2.2.0000000300000420	1	2	row	3	0
7339	2.2.0300000000000024	1	2	row	3	0
7340	2.2.2000030010000000	1	2	column	3	0
7341	2.2.0000000300000120	1	2	row	3	0
7342	2.2.2000003040000000	1	2	column	3	0
7343	2.2.0003000000000410	1	2	row	3	0
7344	2.2.0030200010000000	1	2	column	3	0
7345	2.2.0000003000000201	1	2	row	3	0
7346	2.2.1000400000030000	1	2	column	3	0
7347	2.2.4000100000030000	1	2	column	3	0
7348	2.2.0030000000000102	1	2	row	3	0
7349	2.2.0000000000030210	1	2	row	3	0
7350	2.2.0030000000000204	1	2	row	3	0
7351	2.2.0003000000000140	1	2	row	3	0
7352	2.2.4000003020000000	1	2	column	3	0
7353	2.2.0000000300000410	1	2	row	3	0
7354	2.2.0300000000000042	1	2	row	3	0
7355	2.2.1000200000300000	1	2	column	3	0
7356	2.2.0003000000000420	1	2	row	3	0
7357	2.2.0030200040000000	1	2	column	3	0
7358	2.2.0000003000000102	1	2	row	3	0
7359	2.2.0000000300000210	1	2	row	3	0
7360	2.2.0300100020000000	1	2	column	3	0
7361	2.2.0300000000000014	1	2	row	3	0
7362	2.2.0000000000300104	1	2	row	3	0
7363	2.2.0000000000300204	1	2	row	3	0
7364	2.2.0300000000000012	1	2	row	3	0
7365	2.2.4000200000030000	1	2	column	3	0
7366	2.2.1000000320000000	1	2	column	3	0
7367	2.2.0000000300000240	1	2	row	3	0
7368	2.2.0300000000000021	1	2	row	3	0
7369	2.2.0000000300000140	1	2	row	3	0
7370	2.2.0003200010000000	1	2	column	3	0
7371	2.2.0000030000000042	1	2	row	3	0
7372	2.2.1000400000300000	1	2	column	3	0
7373	2.2.0000000000300102	1	2	row	3	0
7374	2.2.0000003000000204	1	2	row	3	0
7375	2.2.2000400000300000	1	2	column	3	0
7376	2.2.1000000340000000	1	2	column	3	0
7377	2.2.0000003000000402	1	2	row	3	0
7378	2.2.4000000320000000	1	2	column	3	0
7379	2.2.0000003000000104	1	2	row	3	0
7380	2.2.0003100020000000	1	2	column	3	0
7381	2.2.0000030000000021	1	2	row	3	0
7382	2.2.2000100000300000	1	2	column	3	0
7383	2.2.0300400010000000	1	2	column	3	0
7384	2.2.0030100040000000	1	2	column	3	0
7385	2.2.0003400010000000	1	2	column	3	0
7386	2.2.0000003000000401	1	2	row	3	0
7387	2.2.0030400020000000	1	2	column	3	0
7388	2.2.2000000310000000	1	2	column	3	0
7389	2.2.0000000000300402	1	2	row	3	0
7390	2.2.0030000000000201	1	2	row	3	0
7391	2.2.1000200000030000	1	2	column	3	0
7392	2.2.1000003040000000	1	2	column	3	0
7393	2.2.0300200040000000	1	2	column	3	0
7394	2.2.1000003020000000	1	2	column	3	0
7395	2.2.0003000000000240	1	2	row	3	0
7396	2.2.4000030010000000	1	2	column	3	0
7397	2.2.0030000000000402	1	2	row	3	0
7398	2.2.4000100000300000	1	2	column	3	0
7399	2.2.0000000000300401	1	2	row	3	0
7400	2.2.4000000310000000	1	2	column	3	0
7401	2.2.0000000000030240	1	2	row	3	0
7402	2.2.0030000000000104	1	2	row	3	0
7403	2.2.4000003010000000	1	2	column	3	0
7404	2.2.0000000000030120	1	2	row	3	0
7405	2.2.0030000000000401	1	2	row	3	0
7406	2.2.0300200010000000	1	2	column	3	0
7407	2.2.0003200040000000	1	2	column	3	0
7408	2.2.0003400020000000	1	2	column	3	0
7409	2.2.0300100040000000	1	2	column	3	0
7410	2.2.1000030020000000	1	2	column	3	0
7411	2.2.4000030020000000	1	2	column	3	0
7412	2.2.0003000000000120	1	2	row	3	0
7413	2.2.0000030000000012	1	2	row	3	0
7414	2.2.0003000000000210	1	2	row	3	0
7415	2.2.2000003010000000	1	2	column	3	0
7416	2.2.0030100020000000	1	2	column	3	0
7417	2.2.0000000000300201	1	2	row	3	0
7418	2.2.0300400020000000	1	2	column	3	0
7419	2.2.0000000000000342	1	3	row	3	0
7420	2.2.2000300040000000	1	3	column	3	0
7421	2.2.0000000000000432	1	3	row	3	0
7422	2.2.3000400020000000	1	3	column	3	0
7423	2.2.4000300020000000	1	3	column	3	0
7424	2.2.0000000000000243	1	3	row	3	0
7425	2.2.2000400030000000	1	3	column	3	0
7426	2.2.3000200040000000	1	3	column	3	0
7427	2.2.0000000000000234	1	3	row	3	0
7428	2.2.0000000000000324	1	3	row	3	0
7429	2.2.4000200030000000	1	3	column	3	0
7430	2.2.0000000000000423	1	3	row	3	0
7431	2.2.0000000000000341	1	3	row	3	0
7432	2.2.1000400030000000	1	3	column	3	0
7433	2.2.4000300010000000	1	3	column	3	0
7434	2.2.0000000000000314	1	3	row	3	0
7435	2.2.0000000000000143	1	3	row	3	0
7436	2.2.1000300040000000	1	3	column	3	0
7437	2.2.0000000000000134	1	3	row	3	0
7438	2.2.4000100030000000	1	3	column	3	0
7439	2.2.0000000000000413	1	3	row	3	0
7440	2.2.0000000000000431	1	3	row	3	0
7441	2.2.3000100040000000	1	3	column	3	0
7442	2.2.3000400010000000	1	3	column	3	0
7443	2.2.0000000000000241	1	3	row	3	0
7444	2.2.2000100040000000	1	3	column	3	0
7445	2.2.4000100020000000	1	3	column	3	0
7446	2.2.0000000000000412	1	3	row	3	0
7447	2.2.1000400020000000	1	3	column	3	0
7448	2.2.2000400010000000	1	3	column	3	0
7449	2.2.0000000000000421	1	3	row	3	0
7450	2.2.0000000000000214	1	3	row	3	0
7451	2.2.4000200010000000	1	3	column	3	0
7452	2.2.0000000000000124	1	3	row	3	0
7453	2.2.1000200040000000	1	3	column	3	0
7454	2.2.0000000000000142	1	3	row	3	0
7455	2.2.0000100000010020	1	1	row	3	1
7456	2.2.1000040000100000	1	1	column	3	1
7457	2.2.1000001000000003	1	1	row	3	1
7458	2.2.0400001000010000	1	1	column	3	1
7459	2.2.0001100000000020	1	1	row	3	1
7460	2.2.1000000102000000	1	1	column	3	1
7461	2.2.1000000000100003	1	1	row	3	1
7462	2.2.0010100004000000	1	1	column	3	1
7463	2.2.0200100000010000	1	1	column	3	1
7464	2.2.1000000000100002	1	1	row	3	1
7465	2.2.0001040000100000	1	1	column	3	1
7466	2.2.0010000000014000	1	1	row	3	1
7467	2.2.1000000104000000	1	1	column	3	1
7468	2.2.0010100000000003	1	1	row	3	1
7469	2.2.0001100000000030	1	1	row	3	1
7470	2.2.0400100000010000	1	1	column	3	1
7471	2.2.0300000100100000	1	1	column	3	1
7472	2.2.0000000100104000	1	1	row	3	1
7473	2.2.0001020000100000	1	1	column	3	1
7474	2.2.0000100000010030	1	1	row	3	1
7475	2.2.1000020000010000	1	1	column	3	1
7476	2.2.0000000000014000	1	1	row	3	1
7477	2.2.0300100000010000	1	1	column	3	1
7478	2.2.1000000000010020	1	1	row	3	1
7479	2.2.1000030000010000	1	1	column	3	1
7480	2.2.0000000000013000	1	1	row	3	1
7481	2.2.0010100000000004	1	1	row	3	1
7482	2.2.0200100000100000	1	1	column	3	1
7483	2.2.1000020000100000	1	1	column	3	1
7484	2.2.0010100000000002	1	1	row	3	1
7485	2.2.1000000000010040	1	1	row	3	1
7486	2.2.0001100002000000	1	1	column	3	1
7487	2.2.0000001000013000	1	1	row	3	1
7488	2.2.0000000100102000	1	1	row	3	1
7489	2.2.0010030000010000	1	1	column	3	1
7490	2.2.1000000100000030	1	1	row	3	1
7491	2.2.0001100004000000	1	1	column	3	1
7492	2.2.1000001000000004	1	1	row	3	1
7493	2.2.0010040000010000	1	1	column	3	1
7494	2.2.1000001004000000	1	1	column	3	1
7495	2.2.0000000000103000	1	1	row	3	1
7496	2.2.1000040000010000	1	1	column	3	1
7497	2.2.0000000000104000	1	1	row	3	1
7498	2.2.0300001000010000	1	1	column	3	1
7499	2.2.0000100004000000	1	1	column	3	1
7500	2.2.0010100003000000	1	1	column	3	1
7501	2.2.0001000000103000	1	1	row	3	1
7502	2.2.0001030000100000	1	1	column	3	1
7503	2.2.0000100000100004	1	1	row	3	1
7504	2.2.1000000000010030	1	1	row	3	1
7505	2.2.0010100002000000	1	1	column	3	1
7506	2.2.0000000100103000	1	1	row	3	1
7507	2.2.1000000003000000	1	1	column	3	1
7508	2.2.1000000000100004	1	1	row	3	1
7509	2.2.0200000100100000	1	1	column	3	1
7510	2.2.0000000000102000	1	1	row	3	1
7511	2.2.0000100003000000	1	1	column	3	1
7512	2.2.1000001002000000	1	1	column	3	1
7513	2.2.0001000000102000	1	1	row	3	1
7514	2.2.0001100003000000	1	1	column	3	1
7515	2.2.0300100000100000	1	1	column	3	1
7516	2.2.1000000100000040	1	1	row	3	1
7517	2.2.0010000000013000	1	1	row	3	1
7518	2.2.0001100000000040	1	1	row	3	1
7519	2.2.0000100000100002	1	1	row	3	1
7520	2.2.1000000100000020	1	1	row	3	1
7521	2.2.0200001000010000	1	1	column	3	1
7522	2.2.0400000100100000	1	1	column	3	1
7523	2.2.0010000000012000	1	1	row	3	1
7524	2.2.1000000002000000	1	1	column	3	1
7525	2.2.0001000000104000	1	1	row	3	1
7526	2.2.0000100000010040	1	1	row	3	1
7527	2.2.1000030000100000	1	1	column	3	1
7528	2.2.0010020000010000	1	1	column	3	1
7529	2.2.1000000103000000	1	1	column	3	1
7530	2.2.0400100000100000	1	1	column	3	1
7531	2.2.0000001000012000	1	1	row	3	1
7532	2.2.0000001000014000	1	1	row	3	1
7533	2.2.0000100000100003	1	1	row	3	1
7534	2.2.1000001000000002	1	1	row	3	1
7535	2.2.1000001003000000	1	1	column	3	1
7536	2.2.1000000004000000	1	1	column	3	1
7537	2.2.0000000000012000	1	1	row	3	1
7538	2.2.0000100002000000	1	1	column	3	1
7539	2.2.0020200000000003	1	1	row	3	1
7540	2.2.0000200003000000	1	1	column	3	1
7541	2.2.0002200000000030	1	1	row	3	1
7542	2.2.0002200004000000	1	1	column	3	1
7543	2.2.2000000000200004	1	1	row	3	1
7544	2.2.0400000200200000	1	1	column	3	1
7545	2.2.0000000000203000	1	1	row	3	1
7546	2.2.0400200000020000	1	1	column	3	1
7547	2.2.2000000200000040	1	1	row	3	1
7548	2.2.2000002001000000	1	1	column	3	1
7549	2.2.2000000200000030	1	1	row	3	1
7550	2.2.2000000003000000	1	1	column	3	1
7551	2.2.0000000200203000	1	1	row	3	1
7552	2.2.0000200004000000	1	1	column	3	1
7553	2.2.0000002000021000	1	1	row	3	1
7554	2.2.0300200000020000	1	1	column	3	1
7555	2.2.2000002000000004	1	1	row	3	1
7556	2.2.0020010000020000	1	1	column	3	1
7557	2.2.0000000200204000	1	1	row	3	1
7558	2.2.2000010000200000	1	1	column	3	1
7559	2.2.0400200000200000	1	1	column	3	1
7560	2.2.0002010000200000	1	1	column	3	1
7561	2.2.2000000200000010	1	1	row	3	1
7562	2.2.0020200004000000	1	1	column	3	1
7563	2.2.0000200000200001	1	1	row	3	1
7564	2.2.0000000000204000	1	1	row	3	1
7565	2.2.0100200000020000	1	1	column	3	1
7566	2.2.0000000000024000	1	1	row	3	1
7567	2.2.0020200003000000	1	1	column	3	1
7568	2.2.0002200003000000	1	1	column	3	1
7569	2.2.2000002003000000	1	1	column	3	1
7570	2.2.0000000000021000	1	1	row	3	1
7571	2.2.0020000000021000	1	1	row	3	1
7572	2.2.0300200000200000	1	1	column	3	1
7573	2.2.0000200000200003	1	1	row	3	1
7574	2.2.0000200000020030	1	1	row	3	1
7575	2.2.2000030000200000	1	1	column	3	1
7576	2.2.0020000000024000	1	1	row	3	1
7577	2.2.2000002004000000	1	1	column	3	1
7578	2.2.0020200000000004	1	1	row	3	1
7579	2.2.0020040000020000	1	1	column	3	1
7580	2.2.0300002000020000	1	1	column	3	1
7581	2.2.2000000000200001	1	1	row	3	1
7582	2.2.0002040000200000	1	1	column	3	1
7583	2.2.0000000000201000	1	1	row	3	1
7584	2.2.0400002000020000	1	1	column	3	1
7585	2.2.0000002000023000	1	1	row	3	1
7586	2.2.2000002000000003	1	1	row	3	1
7587	2.2.2000040000020000	1	1	column	3	1
7588	2.2.0020030000020000	1	1	column	3	1
7589	2.2.2000002000000001	1	1	row	3	1
